tree_id	clade_id	accession	genus	organism	reference_label
tr|A0ABY4KWB4|A0ABY4KWB4_THEAE	clade_300	A0ABY4KWB4	Thermobifida	Thermobifida alba (Thermomonospora alba)	NA
sp|F7IX06|PETH2_THEAE	clade_301	F7IX06	Thermobifida	Thermobifida alba (Thermomonospora alba)	Thermobifida_PETH2
tr|A0ABY4KWX3|A0ABY4KWX3_THEAE	clade_302	A0ABY4KWX3	Thermobifida	Thermobifida alba (Thermomonospora alba)	NA
sp|D4Q9N1|PETH1_THEAE	clade_303	D4Q9N1	Thermobifida	Thermobifida alba (Thermomonospora alba)	Thermobifida_PETH1
sp|G9BY57|PETH_UNKP	clade_304	G9BY57	Unknown	Unknown prokaryotic organism	LCC
tr|A0ABS1WUN4|A0ABS1WUN4_9GAMM	clade_305	A0ABS1WUN4	Steroidobacter	Steroidobacter gossypii	NA
tr|A0AA82WPI3|A0AA82WPI3_9BURK	clade_306	A0AA82WPI3	Caldimonas	Caldimonas taiwanensis	NA
tr|A0AA82WPI4|A0AA82WPI4_9BURK	clade_307	A0AA82WPI4	Caldimonas	Caldimonas taiwanensis	NA
tr|A0AA82WPI5|A0AA82WPI5_9BURK	clade_308	A0AA82WPI5	Caldimonas	Caldimonas taiwanensis	NA
tr|A0A1W6LF85|A0A1W6LF85_9BURK	clade_309	A0A1W6LF85	Piscinibacter	Piscinibacter gummiphilus	NA
sp|A0A0K8P6T7|PETH_PISS1	clade_310	A0A0K8P6T7	Piscinibacter	Piscinibacter sakaiensis (Ideonella sakaiensis)	IsPETase
tr|A0A1W6L588|A0A1W6L588_9BURK	clade_311	A0A1W6L588	Piscinibacter	Piscinibacter gummiphilus	NA
tr|A0A3E0WVY1|A0A3E0WVY1_9GAMM	clade_312	A0A3E0WVY1	Alkalilimnicola	Alkalilimnicola ehrlichii	NA
tr|A0A3E0WVG8|A0A3E0WVG8_9GAMM	clade_313	A0A3E0WVG8	Alkalilimnicola	Alkalilimnicola ehrlichii	NA
tr|A0A1S8DKK6|A0A1S8DKK6_9GAMM	clade_314	A0A1S8DKK6	Halopseudomonas	Halopseudomonas pachastrellae	NA
tr|A0A1V0B1Z0|A0A1V0B1Z0_9GAMM	clade_315	A0A1V0B1Z0	Halopseudomonas	Halopseudomonas phragmitis	NA
tr|A0A2K9LJV9|A0A2K9LJV9_9GAMM	clade_316	A0A2K9LJV9	Ketobacter	Ketobacter alkanivorans	NA
tr|A0ABU9M430|A0ABU9M430_STUCH	clade_317	A0ABU9M430	Stutzerimonas	Stutzerimonas chloritidismutans (Pseudomonas chloritidismutans)	NA
tr|A0ABT9HCX2|A0ABT9HCX2_9GAMM	clade_318	A0ABT9HCX2	Psychrobacter	Psychrobacter faecalis	NA
sp|P19833|LIP1_MORS1	clade_319	P19833	Moraxella	Moraxella sp. (strain TA144)	NA
tr|A0A168EN35|A0A168EN35_9MICO	clade_320	A0A168EN35	Isoptericola	Isoptericola dokdonensis DS-3	NA
tr|A0ABP6CPY2|A0ABP6CPY2_9ACTN	clade_321	A0ABP6CPY2	Actinomadura	Actinomadura fulvescens	NA
tr|A0A5Q0HE30|A0A5Q0HE30_SACSY	clade_322	A0A5Q0HE30	Saccharothrix	Saccharothrix syringae (Nocardiopsis syringae)	NA
tr|A0A285JDK9|A0A285JDK9_9ACTN	clade_323	A0A285JDK9	Paractinoplanes	Paractinoplanes atraurantiacus	NA
tr|A0A3N1D7Y0|A0A3N1D7Y0_9ACTN	clade_324	A0A3N1D7Y0	Actinocorallia	Actinocorallia herbida	NA
tr|A0ABN1R605|A0ABN1R605_9ACTN	clade_325	A0ABN1R605	Actinocorallia	Actinocorallia libanotica	NA
tr|A0ABN3U267|A0ABN3U267_9ACTN	clade_326	A0ABN3U267	Actinocorallia	Actinocorallia aurantiaca	NA
sp|P0DX29|PETH1_AMYMS	clade_327	P0DX29	Amycolatopsis	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	NA
tr|W7J4Y7|W7J4Y7_9PSEU	clade_328	W7J4Y7	Actinokineospora	Actinokineospora spheciospongiae	NA
tr|A0A8D4BD61|A0A8D4BD61_STRFA	clade_329	A0A8D4BD61	Streptomyces	Streptomyces pratensis (strain ATCC 33331 / IAF-45CD)	NA
tr|A0ABP6Q129|A0ABP6Q129_9ACTN	clade_330	A0ABP6Q129	Actinocorallia	Actinocorallia longicatena	NA
tr|Q59798|Q59798_9ACTN	clade_331	Q59798	Streptomyces	Streptomyces albus	NA
sp|Q9L2J6|BHETH_STRCO	clade_332	Q9L2J6	Streptomyces	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	NA
