Entry	Entry Name	Organism	Organism (ID)	Taxonomic lineage	Taxonomic lineage (Ids)	Length	Reviewed
A0ABQ1V8J4	A0ABQ1V8J4_9NOCA	Williamsia phyllosphaerae	885042	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Williamsia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 85043 (genus)	331	unreviewed
A0ABQ2CPK6	A0ABQ2CPK6_9GAMM	Halopseudomonas pertucinogena	86175	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus), Halopseudomonas pertucinogena group (no rank)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901189 (genus), 136844 (no rank)	286	unreviewed
A0ABT2D2X6	A0ABT2D2X6_9BURK	Massilia terrae	1811224	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Oxalobacteraceae (family), Telluria group (no rank), Massilia (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28216 (class), 80840 (order), 75682 (family), 2895353 (no rank), 149698 (genus)	303	unreviewed
A0ABT9HCX2	A0ABT9HCX2_9GAMM	Psychrobacter faecalis	180588	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Psychrobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 2887326 (order), 468 (family), 497 (genus)	347	unreviewed
A0ABU1XE86	A0ABU1XE86_9NOCA	Nocardia kruczakiae	261477	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	322	unreviewed
A0ABP8D4A2	A0ABP8D4A2_9ACTN	Dactylosporangium darangshiense	579108	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)	334	unreviewed
A0ABQ3KFS6	A0ABQ3KFS6_9PSEU	Amycolatopsis bullii	941987	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	308	unreviewed
A0ABQ3KU58	A0ABQ3KU58_9PSEU	Amycolatopsis bullii	941987	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	285	unreviewed
A0ABQ3PN33	A0ABQ3PN33_9ACTN	Streptomyces hydrogenans	1873719	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus)	292	unreviewed
A0ABQ3XT05	A0ABQ3XT05_9ACTN	Actinoplanes couchii	403638	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus)	347	unreviewed
A0ABV3FKY4	A0ABV3FKY4_9NOCA	Nocardia aurea	2144174	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	337	unreviewed
A0ABP9ZZD8	A0ABP9ZZD8_9GAMM	Thalassolituus maritimus	484498	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Thalassolituus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135619 (order), 135620 (family), 187492 (genus)	267	unreviewed
A0ABQ2CGJ6	A0ABQ2CGJ6_9GAMM	Halopseudomonas pertucinogena	86175	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Halopseudomonas (genus), Halopseudomonas pertucinogena group (no rank)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901189 (genus), 136844 (no rank)	279	unreviewed
A0ABQ2W6F4	A0ABQ2W6F4_9ACTN	Streptomyces gelaticus	285446	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85011 (order), 2062 (family), 1883 (genus)	284	unreviewed
A0ABQ3X1A2	A0ABQ3X1A2_9ACTN	Actinoplanes couchii	403638	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus)	302	unreviewed
A0ABQ6YHT9	A0ABQ6YHT9_9NOCA	Nocardia caishijiensis	184756	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	270	unreviewed
A0ABS1WUN4	A0ABS1WUN4_9GAMM	Steroidobacter gossypii	2805490	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Steroidobacterales (order), Steroidobacteraceae (family), Steroidobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 3060226 (order), 2689614 (family), 469322 (genus)	286	unreviewed
A0ABS4QJ61	A0ABS4QJ61_9NOCA	Nocardia goodfellowii	882446	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	336	unreviewed
A0ABU3EK19	A0ABU3EK19_9RHOB	Paracoccus broussonetiae	3075834	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Paracoccus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 265 (genus)	300	unreviewed
A0ABU9M430	A0ABU9M430_STUCH	Stutzerimonas chloritidismutans (Pseudomonas chloritidismutans)	203192	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Stutzerimonas (genus), Stutzerimonas stutzeri group (no rank), Stutzerimonas stutzeri subgroup (no rank)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 2901164 (genus), 136846 (no rank), 578833 (no rank)	298	unreviewed
A0ABQ3B214	A0ABQ3B214_9GAMM	Cellvibrio zantedeschiae	1237077	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Cellvibrionales (order), Cellvibrionaceae (family), Cellvibrio (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 1706369 (order), 1706371 (family), 10 (genus)	298	unreviewed
A0ABQ3IUC3	A0ABQ3IUC3_9PSEU	Amycolatopsis deserti	185696	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	309	unreviewed
A0ABQ3M249	A0ABQ3M249_9PSEU	Amycolatopsis oliviviridis	1471590	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	275	unreviewed
A0ABS5AQW8	A0ABS5AQW8_9PSEU	Crossiella equi	130796	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Crossiella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 130795 (genus)	280	unreviewed
A0ABT7INI8	A0ABT7INI8_9BURK	Mesosutterella faecium	2925194	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Sutterellaceae (family), Mesosutterella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28216 (class), 80840 (order), 995019 (family), 2494213 (genus)	307	unreviewed
A0ABU8S4G3	A0ABU8S4G3_9SPHN	Novosphingobium aquae	3133435	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Novosphingobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 165696 (genus)	292	unreviewed
A0ABQ3AXI4	A0ABQ3AXI4_9GAMM	Marinobacter zhanjiangensis	578215	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 2887365 (family), 2742 (genus)	275	unreviewed
A0ABQ3YI37	A0ABQ3YI37_9ACTN	Paractinoplanes deccanensis	113561	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Paractinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 3240234 (genus)	274	unreviewed
A0ABQ6MIH9	A0ABQ6MIH9_9STRA	Tetraparma gracilis	2962635	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bolidophyceae (class), Parmales (order), Triparmaceae (family), Tetraparma (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 91989 (class), 722750 (order), 722751 (family), 2962634 (genus)	343	unreviewed
A0ABR4ZJ15	A0ABR4ZJ15_9NOCA	Nocardia vulneris	1141657	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	324	unreviewed
A0ABS2D9K8	A0ABS2D9K8_9SPHN	Sphingomonas longa	2778730	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 13687 (genus)	295	unreviewed
A0ABS4PT05	A0ABS4PT05_9PSEU	Amycolatopsis magusensis	882444	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	278	unreviewed
A0ABS6BE04	A0ABS6BE04_9NOCA	Nocardia albiluteola	2842303	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	319	unreviewed
A0ABU1PVP3	A0ABU1PVP3_9PSEU	Saccharothrix longispora	33920	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Saccharothrix (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 2071 (genus)	274	unreviewed
A0ABU8S5Q1	A0ABU8S5Q1_9SPHN	Novosphingobium aquae	3133435	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Novosphingobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204457 (order), 41297 (family), 165696 (genus)	320	unreviewed
A0ABV3F3X9	A0ABV3F3X9_9NOCA	Nocardia fusca	941183	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	337	unreviewed
A6WFI5	CUTI_KINRD	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	266940	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kineosporiales (order), Kineosporiaceae (family), Kineococcus (genus), Kineococcus radiotolerans (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 622452 (order), 83778 (family), 33981 (genus), 131568 (species)	294	reviewed
D4Q9N1	PETH1_THEAE	Thermobifida alba (Thermomonospora alba)	53522	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 83677 (genus)	296	reviewed
A0R619	CUP6H_MYCS2	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium smegmatis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus), 1772 (species)	337	reviewed
A0ABW3EGR7	A0ABW3EGR7_9ACTN	Actinomadura sediminis	1038904	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	307	unreviewed
A0ABX8BMQ5	A0ABX8BMQ5_9ACTN	Nocardiopsis changdeensis	2831969	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 2013 (genus)	312	unreviewed
A0ABV9E7U1	A0ABV9E7U1_9ACTN	Sphaerisporangium corydalis	1441875	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)	283	unreviewed
A0ABW1AIT3	A0ABW1AIT3_9ACTN	Actinomadura rugatobispora	1994	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	290	unreviewed
A0ABW1BVW6	A0ABW1BVW6_9ACTN	Nonomuraea harbinensis	1286938	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	302	unreviewed
A0ABW1CGM7	A0ABW1CGM7_9ACTN	Nonomuraea insulae	1616787	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	296	unreviewed
A0ABW2CTX2	A0ABW2CTX2_9ACTN	Actinomadura yumaensis	111807	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	267	unreviewed
A0ABW2SY79	A0ABW2SY79_9ACTN	Streptosporangium amethystogenes subsp. fukuiense	698418	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium amethystogenes (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2000 (genus), 2002 (species)	314	unreviewed
A0ABW3CKK1	A0ABW3CKK1_9ACTN	Actinomadura adrarensis	1819600	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	265	unreviewed
A0ABW3EHY5	A0ABW3EHY5_9ACTN	Actinomadura sediminis	1038904	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	308	unreviewed
A0ABW3EQF3	A0ABW3EQF3_9ACTN	Actinomadura sediminis	1038904	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	279	unreviewed
A0ABW4SKE7	A0ABW4SKE7_9ACTN	Nonomuraea mangrovi	2316207	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	282	unreviewed
A0ABW6SQH1	A0ABW6SQH1_9ACTN	Microtetraspora malaysiensis	161358	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microtetraspora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 1995 (genus)	285	unreviewed
A0ABW8A0E3	A0ABW8A0E3_9ACTN	Nonomuraea indica	1581193	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	271	unreviewed
A0ABX8C4W7	A0ABX8C4W7_9ACTN	Nocardiopsis akebiae	2831968	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 2013 (genus)	311	unreviewed
A0ABY4L3P7	A0ABY4L3P7_THEAE	Thermobifida alba (Thermomonospora alba)	53522	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 83677 (genus)	281	unreviewed
A0ABY6YT52	A0ABY6YT52_9ACTN	Streptomonospora nanhaiensis	1323731	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 104204 (genus)	284	unreviewed
D7AYZ5	D7AYZ5_NOCDD	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei)	446468	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus), Nocardiopsis dassonvillei (species), Nocardiopsis dassonvillei subsp. dassonvillei (subspecies)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 2013 (genus), 2014 (species), 568208 (subspecies)	311	unreviewed
A0ABV8IEE0	A0ABV8IEE0_9ACTN	Planomonospora corallina	1806052	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Planomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 1998 (genus)	306	unreviewed
A0ABV9U3U3	A0ABV9U3U3_9ACTN	Actinomadura gamaensis	1763541	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	337	unreviewed
A0ABW1NJ96	A0ABW1NJ96_9ACTN	Sphaerisporangium aureirubrum	1544736	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)	295	unreviewed
A0ABW2SVA4	A0ABW2SVA4_9ACTN	Streptosporangium amethystogenes subsp. fukuiense	698418	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium amethystogenes (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2000 (genus), 2002 (species)	291	unreviewed
A0ABW4SNQ3	A0ABW4SNQ3_9ACTN	Nonomuraea mangrovi	2316207	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	275	unreviewed
A0ABW7YQ16	A0ABW7YQ16_9ACTN	Nonomuraea typhae	2603600	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	278	unreviewed
A0ABX1BJM1	A0ABX1BJM1_9ACTN	Nonomuraea composti	2720023	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	300	unreviewed
A0ABY4KWX3	A0ABY4KWX3_THEAE	Thermobifida alba (Thermomonospora alba)	53522	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 83677 (genus)	296	unreviewed
