accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label
A0A7K0BYW6	tr|A0A7K0BYW6|A0A7K0BYW6_9ACTN	A0A7K0BYW6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura macrotermitis	Actinomadura	303	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7K0C0L9	tr|A0A7K0C0L9|A0A7K0C0L9_9ACTN	A0A7K0C0L9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura macrotermitis	Actinomadura	289	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7K1L1I6	tr|A0A7K1L1I6|A0A7K1L1I6_9ACTN	A0A7K1L1I6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura litoris	Actinomadura	310	unreviewed	actinomadura,ec_cutinase,ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7V8V8A4	tr|A0A7V8V8A4|A0A7V8V8A4_9BACT	A0A7V8V8A4_9BACT	PET hydrolase/cutinase-like domain-containing protein	Bremerella alba	Bremerella	338	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W0CGN6	tr|A0A7W0CGN6|A0A7W0CGN6_9ACTN	A0A7W0CGN6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	Nonomuraea	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W0CKZ2	tr|A0A7W0CKZ2|A0A7W0CKZ2_9ACTN	A0A7W0CKZ2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	Nonomuraea	266	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W0HRK2	tr|A0A7W0HRK2|A0A7W0HRK2_9ACTN	A0A7W0HRK2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea soli	Nonomuraea	288	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W0HTY1	tr|A0A7W0HTY1|A0A7W0HTY1_9ACTN	A0A7W0HTY1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	Nonomuraea	286	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3LQR6	tr|A0A7W3LQR6|A0A7W3LQR6_ACTKI	A0A7W3LQR6_ACTKI	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura kijaniata (Actinomadura namibiensis)	Actinomadura	287	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3LQW1	tr|A0A7W3LQW1|A0A7W3LQW1_ACTKI	A0A7W3LQW1_ACTKI	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura kijaniata (Actinomadura namibiensis)	Actinomadura	292	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3LR11	tr|A0A7W3LR11|A0A7W3LR11_ACTKI	A0A7W3LR11_ACTKI	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura kijaniata (Actinomadura namibiensis)	Actinomadura	267	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3LXJ4	tr|A0A7W3LXJ4|A0A7W3LXJ4_ACTKI	A0A7W3LXJ4_ACTKI	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura kijaniata (Actinomadura namibiensis)	Actinomadura	280	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3MTE8	tr|A0A7W3MTE8|A0A7W3MTE8_9ACTN	A0A7W3MTE8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermomonospora cellulosilytica	Thermomonospora	279	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3MTQ6	tr|A0A7W3MTQ6|A0A7W3MTQ6_9ACTN	A0A7W3MTQ6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	Thermomonospora	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3N2I8	tr|A0A7W3N2I8|A0A7W3N2I8_9ACTN	A0A7W3N2I8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	Thermomonospora	287	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W3R6L2	tr|A0A7W3R6L2|A0A7W3R6L2_9ACTN	A0A7W3R6L2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	Thermomonospora	293	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W5FDL4	tr|A0A7W5FDL4|A0A7W5FDL4_9ACTN	A0A7W5FDL4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes campanulatus	Actinoplanes	266	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W5VR51	tr|A0A7W5VR51|A0A7W5VR51_9ACTN	A0A7W5VR51_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea dietziae	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W6JX89	tr|A0A7W6JX89|A0A7W6JX89_9SPHN	A0A7W6JX89_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas kyeonggiensis	Sphingomonas	323	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W7FSY8	tr|A0A7W7FSY8|A0A7W7FSY8_9PSEU	A0A7W7FSY8_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Crossiella cryophila	Crossiella	279	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W7HPD3	tr|A0A7W7HPD3|A0A7W7HPD3_9ACTN	A0A7W7HPD3_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes lobatus	Actinoplanes	266	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W7IIG7	tr|A0A7W7IIG7|A0A7W7IIG7_9ACTN	A0A7W7IIG7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura livida	Actinomadura	290	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W7K5J1	tr|A0A7W7K5J1|A0A7W7K5J1_9SPHN	A0A7W7K5J1_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas kyeonggiensis	Sphingomonas	323	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W7QD15	tr|A0A7W7QD15|A0A7W7QD15_9PSEU	A0A7W7QD15_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Actinophytocola algeriensis	Actinophytocola	279	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W7RIU6	tr|A0A7W7RIU6|A0A7W7RIU6_9ACTN	A0A7W7RIU6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Lipingzhangella halophila	Lipingzhangella	250	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W7RJC2	tr|A0A7W7RJC2|A0A7W7RJC2_9ACTN	A0A7W7RJC2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Lipingzhangella halophila	Lipingzhangella	311	unreviewed	ec_cutinase,ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W7RNW4	tr|A0A7W7RNW4|A0A7W7RNW4_9ACTN	A0A7W7RNW4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Lipingzhangella halophila	Lipingzhangella	282	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W7VS92	tr|A0A7W7VS92|A0A7W7VS92_9ACTN	A0A7W7VS92_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium saharense	Streptosporangium	287	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W7W8Y9	tr|A0A7W7W8Y9|A0A7W7W8Y9_9ACTN	A0A7W7W8Y9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium album	Streptosporangium	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W8AD49	tr|A0A7W8AD49|A0A7W8AD49_9ACTN	A0A7W8AD49_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea endophytica	Nonomuraea	288	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W8EHH8	tr|A0A7W8EHH8|A0A7W8EHH8_9ACTN	A0A7W8EHH8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea endophytica	Nonomuraea	272	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W8XJQ4	tr|A0A7W8XJQ4|A0A7W8XJQ4_9HYPH	A0A7W8XJQ4_9HYPH	PET hydrolase/cutinase-like domain-containing protein	Rhizobium lentis	Rhizobium	342	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7W9GDV7	tr|A0A7W9GDV7|A0A7W9GDV7_9ACTN	A0A7W9GDV7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea jabiensis	Nonomuraea	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W9GH83	tr|A0A7W9GH83|A0A7W9GH83_9ACTN	A0A7W9GH83_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea jabiensis	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W9IBT4	tr|A0A7W9IBT4|A0A7W9IBT4_9ACTN	A0A7W9IBT4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium becharense	Streptosporangium	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W9IC21	tr|A0A7W9IC21|A0A7W9IC21_9ACTN	A0A7W9IC21_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium becharense	Streptosporangium	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W9IMV4	tr|A0A7W9IMV4|A0A7W9IMV4_9ACTN	A0A7W9IMV4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium becharense	Streptosporangium	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7W9P8S4	tr|A0A7W9P8S4|A0A7W9P8S4_9NOCA	A0A7W9P8S4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia transvalensis	Nocardia	321	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7X0EVU5	tr|A0A7X0EVU5|A0A7X0EVU5_9ACTN	A0A7X0EVU5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea muscovyensis	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7X0HEL9	tr|A0A7X0HEL9|A0A7X0HEL9_STRC6	A0A7X0HEL9_STRC6	PET hydrolase/cutinase-like domain-containing protein	Streptomyces candidus	Streptomyces	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7X0L0G3	tr|A0A7X0L0G3|A0A7X0L0G3_9ACTN	A0A7X0L0G3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura coerulea	Actinomadura	291	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7X0U3W9	tr|A0A7X0U3W9|A0A7X0U3W9_9ACTN	A0A7X0U3W9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea rubra	Nonomuraea	303	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7X0U566	tr|A0A7X0U566|A0A7X0U566_9ACTN	A0A7X0U566_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea rubra	Nonomuraea	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7X1F731	tr|A0A7X1F731|A0A7X1F731_9SPHN	A0A7X1F731_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Novosphingobium aerophilum	Novosphingobium	320	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7X1KQJ9	tr|A0A7X1KQJ9|A0A7X1KQJ9_9SPHN	A0A7X1KQJ9_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Novosphingobium piscinae	Novosphingobium	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7X5V1Y0	tr|A0A7X5V1Y0|A0A7X5V1Y0_9SPHN	A0A7X5V1Y0_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas leidyi	Sphingomonas	323	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A7X6RRV0	tr|A0A7X6RRV0|A0A7X6RRV0_9ACTN	A0A7X6RRV0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis alborubida	Nocardiopsis	311	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y6I7B0	tr|A0A7Y6I7B0|A0A7Y6I7B0_9ACTN	A0A7Y6I7B0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea montanisoli	Nonomuraea	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y6MCQ0	tr|A0A7Y6MCQ0|A0A7Y6MCQ0_9ACTN	A0A7Y6MCQ0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea rhodomycinica	Nonomuraea	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y6MET4	tr|A0A7Y6MET4|A0A7Y6MET4_9ACTN	A0A7Y6MET4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea rhodomycinica	Nonomuraea	294	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y9EM44	tr|A0A7Y9EM44|A0A7Y9EM44_9ACTN	A0A7Y9EM44_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura luteofluorescens	Actinomadura	293	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y9GI10	tr|A0A7Y9GI10|A0A7Y9GI10_9ACTN	A0A7Y9GI10_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura citrea	Actinomadura	291	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Y9KFU4	tr|A0A7Y9KFU4|A0A7Y9KFU4_9ACTN	A0A7Y9KFU4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura citrea	Actinomadura	308	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Z0ENR9	tr|A0A7Z0ENR9|A0A7Z0ENR9_9ACTN	A0A7Z0ENR9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis aegyptia	Nocardiopsis	304	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Z0ET41	tr|A0A7Z0ET41|A0A7Z0ET41_9ACTN	A0A7Z0ET41_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis aegyptia	Nocardiopsis	289	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Z0EUU2	tr|A0A7Z0EUU2|A0A7Z0EUU2_9ACTN	A0A7Z0EUU2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis aegyptia	Nocardiopsis	283	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A7Z0JAZ5	tr|A0A7Z0JAZ5|A0A7Z0JAZ5_9ACTN	A0A7Z0JAZ5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis aegyptia	Nocardiopsis	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A840NXT3	tr|A0A840NXT3|A0A840NXT3_9ACTN	A0A840NXT3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermocatellispora tengchongensis	Thermocatellispora	304	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A840P2P8	tr|A0A840P2P8|A0A840P2P8_9ACTN	A0A840P2P8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermocatellispora tengchongensis	Thermocatellispora	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A840P6D1	tr|A0A840P6D1|A0A840P6D1_9ACTN	A0A840P6D1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermocatellispora tengchongensis	Thermocatellispora	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A840WFK4	tr|A0A840WFK4|A0A840WFK4_9ACTN	A0A840WFK4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis metallicus	Nocardiopsis	312	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A841DCU0	tr|A0A841DCU0|A0A841DCU0_PLAVE	A0A841DCU0_PLAVE	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planomonospora venezuelensis	Planomonospora	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A841ED77	tr|A0A841ED77|A0A841ED77_9ACTN	A0A841ED77_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora salina	Streptomonospora	316	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A841IQ61	tr|A0A841IQ61|A0A841IQ61_9ACTN	A0A841IQ61_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis algeriensis	Nocardiopsis	284	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A841IUE8	tr|A0A841IUE8|A0A841IUE8_9ACTN	A0A841IUE8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis algeriensis	Nocardiopsis	304	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A846ZDK3	tr|A0A846ZDK3|A0A846ZDK3_9ACTN	A0A846ZDK3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura latina	Actinomadura	291	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A852TYE9	tr|A0A852TYE9|A0A852TYE9_9ACTN	A0A852TYE9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Spinactinospora alkalitolerans	Spinactinospora	318	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A853BEY4	tr|A0A853BEY4|A0A853BEY4_9PSEU	A0A853BEY4_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis endophytica	Amycolatopsis	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A853BQM0	tr|A0A853BQM0|A0A853BQM0_9ACTN	A0A853BQM0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora nanhaiensis	Streptomonospora	309	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A853BTF5	tr|A0A853BTF5|A0A853BTF5_9ACTN	A0A853BTF5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora nanhaiensis	Streptomonospora	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8D4BD61	tr|A0A8D4BD61|A0A8D4BD61_STRFA	A0A8D4BD61_STRFA	Triacylglycerol lipase (EC 3.1.1.3)	Streptomyces pratensis (strain ATCC 33331 / IAF-45CD)	Streptomyces	310	unreviewed	petase	Other	NA
A0A8H9GVK2	tr|A0A8H9GVK2|A0A8H9GVK2_9ACTN	A0A8H9GVK2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora bryophytorum	Microbispora	281	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8H9LKD0	tr|A0A8H9LKD0|A0A8H9LKD0_9ACTN	A0A8H9LKD0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora bryophytorum	Microbispora	306	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3JBF7	tr|A0A8J3JBF7|A0A8J3JBF7_9ACTN	A0A8J3JBF7_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora bangladeshensis	Catellatospora	342	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3JTM3	tr|A0A8J3JTM3|A0A8J3JTM3_9ACTN	A0A8J3JTM3_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora bangladeshensis	Catellatospora	315	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3JYJ1	tr|A0A8J3JYJ1|A0A8J3JYJ1_9ACTN	A0A8J3JYJ1_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora chokoriensis	Catellatospora	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3KKH5	tr|A0A8J3KKH5|A0A8J3KKH5_9ACTN	A0A8J3KKH5_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora citrea	Catellatospora	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3KXG5	tr|A0A8J3KXG5|A0A8J3KXG5_9ACTN	A0A8J3KXG5_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora coxensis	Catellatospora	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3L5P2	tr|A0A8J3L5P2|A0A8J3L5P2_9ACTN	A0A8J3L5P2_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora methionotrophica	Catellatospora	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3NLV9	tr|A0A8J3NLV9|A0A8J3NLV9_9ACTN	A0A8J3NLV9_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Catellatospora bangladeshensis	Catellatospora	299	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0A8J3PRQ9	tr|A0A8J3PRQ9|A0A8J3PRQ9_9ACTN	A0A8J3PRQ9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planotetraspora kaengkrachanensis	Planotetraspora	306	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3RZU3	tr|A0A8J3RZU3|A0A8J3RZU3_PLARO	A0A8J3RZU3_PLARO	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Planobispora rosea	Planobispora	323	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3S661	tr|A0A8J3S661|A0A8J3S661_PLARO	A0A8J3S661_PLARO	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planobispora rosea	Planobispora	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0A8J3S7U8	tr|A0A8J3S7U8|A0A8J3S7U8_PLARO	A0A8J3S7U8_PLARO	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Planobispora rosea	Planobispora	281	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
